product_id,name,product_added_date,brand,current_vendor,category_name_1,request_path_1,category_name_2,request_path_2,category_name_3,request_path_3,category_name_4,request_path_4,product_url,parent_product_id,current_price,current_cost,current_margin,current_ship_price,msrp,comparable_price,current_inventory,current_status,distinct_users_viewed_30,distinct_users_viewed_60,distinct_users_viewed_90,distinct_users_parent_carted_30,distinct_users_parent_carted_60,distinct_users_parent_carted_90,demand_30_days,demand_90_days,catalog_demand_30_days_rank,catalog_demand_90_days_rank,revenue_30_days,revenue_90_days,catalog_revenue_30_days_rank,catalog_revenue_90_days_rank
401119,"Klipsch - Rock AWR-650-SM Outdoor Speaker, Granite",2/28/2024,Klipsch,Powerplay,Electronics,electronics,TVs & Entertainment,electronics/tvs-entertainment,Home Audio,electronics/tvs-entertainment/homeaudio,Speakers & Subwoofers,electronics/tvs-entertainment/homeaudio/speakers-subwoofers,https://app.perpay.com/shop/product/401119,401074,329.99,195,134.99,20.99,329,329,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
359820,Le Wand - Stainless Bow,10/14/2021,Le Wand,Entrenue,Beauty,beauty,Personal Care,beauty/personalcare,Sensual Wellness,beauty/personalcare/sensualwellness,,,https://app.perpay.com/shop/product/359820,,139.99,62.5,77.49,14.99,125,,5,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
308757,ForeFront Equine - ForeFront Canine Hip & Joint 90 chews,4/16/2019,ForeFront Equine,Jacks Inc,Home,home,Pet,home/pet,Dog,home/pet/dog,Dog Supplies & Care,home/pet/dog/dogsupplies-care,https://app.perpay.com/shop/product/308757,,46.99,21.41,25.58,9.99,24.74,,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
286567,FOSSIL-,6/1/2018,Fossil,Fossil Group,Handbags & Jewelry,handbags-jewelry,Handbags & Wallets,handbags-jewelry/handbags-wallets,Handbags,handbags-jewelry/handbags-wallets/handbags,,,https://app.perpay.com/shop/product/286567,,129.99,59.25,70.74,14.99,,,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
438289,"Deer Stags - Men's Wide Montez Slip-Resistant Workwear Shoe, Black, 10.5",6/3/2025,Deer Stags,Deer Stag,"Clothing, Shoes & Accessories",clothing-shoes-accessories,Shoes,clothing-shoes-accessories/shoes,Men's Shoes,clothing-shoes-accessories/shoes/men-sshoes,Dress Shoes,clothing-shoes-accessories/shoes/men-sshoes/dressshoes,https://app.perpay.com/shop/product/438289,444921,62.99,28,34.99,17.99,80,80,58,Enabled,0,0,0,0,0,0,0,0,12403,15107,0,0,8025,10964
189329,Petite Cherie by Annick Goutal EDT Spray,10/28/2013,PETITE CHERIE,FragranceNet,Beauty,beauty,Fragrance,beauty/fragrance,Perfume,beauty/fragrance/perfume,,,https://app.perpay.com/shop/product/189329,,129.99,58.5,71.49,5.99,115,,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
326126,Redbarn - Twizzle Stix™ Chewy Dog Treat 7 Inch 4 Pack,2/19/2020,Redbarn,Animal Supply Company,Home,home,Pet,home/pet,Dog,home/pet/dog,Food & Treats,home/pet/dog/food-treats,https://app.perpay.com/shop/product/326126,,17.99,8.98,9.01,5.99,,,21,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
410255,"The North Face - Men's Canyonlands 1/2 Zip Jacket , TNF Black, Large",7/2/2024,The North Face,Premco,"Clothing, Shoes & Accessories",clothing-shoes-accessories,Men's Clothing,clothing-shoes-accessories/men-sclothing,Outerwear,clothing-shoes-accessories/men-sclothing/outerwear,Jackets,clothing-shoes-accessories/men-sclothing/outerwear/jackets,https://app.perpay.com/shop/product/410255,,99.99,52,47.99,20.99,80,80,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
330470,"Digital Basics - Double Wrap Leather Band for Apple Watch 42mm/44mm, Black",7/2/2020,Digital Basics,Digital Gadgets,Electronics,electronics,Wearable Technology,electronics/wearabletechnology,Smart Watches,electronics/wearabletechnology/smartwatches,Accessories,electronics/wearabletechnology/smartwatches/accessories,https://app.perpay.com/shop/product/330470,330425,39.99,14.5,25.49,14.99,69.99,29.99,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
274073,Melissa & Doug - Farm Tractor,10/4/2017,Melissa & Doug,Melissa & Doug,Toys & Baby,toys-baby,Toys,toys-baby/toys,Vehicles & Remote Control Toys,toys-baby/toys/vehicles-remotecontroltoys,,,https://app.perpay.com/shop/product/274073,,24.99,9.99,15,9.99,19.99,,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
334210,UGG - Ladies' Classic Short II - Black/Size 11,10/9/2020,Ugg,Rymax,"Clothing, Shoes & Accessories",clothing-shoes-accessories,Shoes,clothing-shoes-accessories/shoes,Women's Shoes,clothing-shoes-accessories/shoes/women-sshoes,Boots,clothing-shoes-accessories/shoes/women-sshoes/boots,https://app.perpay.com/shop/product/334210,327654,257.99,142.5,115.49,16.99,170,180,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
262442,Coleman Camping - Silverton 15 Degree Sleeping Bag,3/9/2017,Coleman Camping,D&H,Lifestyle & Recreation,lifestyle-recreation,Recreation,lifestyle-recreation/recreation,Camping & Hiking,lifestyle-recreation/recreation/camping-hiking,Camp Furniture,lifestyle-recreation/recreation/camping-hiking/campfurniture,https://app.perpay.com/shop/product/262442,,79.99,39.37,40.62,9.99,,,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
214734,Surya - Cosmopolitan 8' Round Aloe Stepping Stones Hand Tufted Rug,7/29/2014,Surya,Surya,Home,home,Rugs & Decor,home/rugs-decor,Rugs,home/rugs-decor/rugs,Area Rugs,home/rugs-decor/rugs/arearugs,https://app.perpay.com/shop/product/214734,,829.99,338,491.99,34.99,1125,,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
340445,Lugz - Men's Stockwell Linen Sneaker - 10.5 - Tan/White,3/16/2021,Lugz,Lugz,"Clothing, Shoes & Accessories",clothing-shoes-accessories,Shoes,clothing-shoes-accessories/shoes,Men's Shoes,clothing-shoes-accessories/shoes/men-sshoes,Sneakers,clothing-shoes-accessories/shoes/men-sshoes/sneakers,https://app.perpay.com/shop/product/340445,339819,53.99,21.99,32,14.99,39.99,,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
218852,Surya - Frontier 2' by 3' Squash Geometric Flatweave Hand Woven Rug,7/29/2014,Surya,Surya,Home,home,Rugs & Decor,home/rugs-decor,Rugs,home/rugs-decor/rugs,Area Rugs,home/rugs-decor/rugs/arearugs,https://app.perpay.com/shop/product/218852,,79.99,32,47.99,34.99,108,,1,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
370006,Barbasol - Pro Hair Clipper Kit AC powered - Silver,5/12/2022,Barbasol,Fulfillment Services,Beauty,beauty,Personal Care,beauty/personalcare,Men's Grooming,beauty/personalcare/men-sgrooming,,,https://app.perpay.com/shop/product/370006,,34.99,15.4,19.59,14.99,21.99,16.99,20,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
322426,Microsoft - unavaialble,11/1/2019,Microsoft,Best Buy,Electronics,electronics,Computers,electronics/computers,iPads & Tablets,electronics/computers/ipads-tablets,,,https://app.perpay.com/shop/product/322426,,1599.99,972.25,627.74,14.99,1329,,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
245301,Heys - Sakura Fashion Spinner - 3pc Set,4/6/2015,Heys,Heys America Ltd,Lifestyle,lifestyle,Recreation,lifestyle/recreation,Travel,lifestyle/recreation/travel,Luggage,lifestyle/recreation/travel/luggage,https://app.perpay.com/shop/product/245301,,479.99,240,239.99,34.99,436,,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
355082,Surya - Caesar - 4' Square Rug,8/17/2021,Surya,Surya,Home,home,Rugs & Decor,home/rugs-decor,Rugs,home/rugs-decor/rugs,Area Rugs,home/rugs-decor/rugs/arearugs,https://app.perpay.com/shop/product/355082,,329.99,152,177.99,19.99,365,,13,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
378306,"Sony - 77"" BRAVIA XR A80K 4K HDR OLED TV w/ Smart Google TV",10/4/2022,Sony,Power Sales,Electronics,electronics,TVs & Entertainment,electronics/tvs-entertainment,Televisions,electronics/tvs-entertainment/televisions,TVs,electronics/tvs-entertainment/televisions/tvs,https://app.perpay.com/shop/product/378306,,4568.99,2718,1850.99,159.99,3499.99,,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
384226,"Igloo - MaxCold Latitude 100 Cooler, Ash Gray/Aegean Sea",5/5/2023,Igloo,Power Sales,Outdoor Living & Garden,outdoorliving-garden,Outdoor Tools & Equipment,outdoorliving-garden/outdoortools-equipment,Coolers,outdoorliving-garden/outdoortools-equipment/coolers,,,https://app.perpay.com/shop/product/384226,390856,189.99,92,97.99,50.99,149.99,,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
398446,Gibson - 12 Piece Tamara Melamine Dinnerware Set in White and Floral,1/19/2024,Gibson,Megagoods,Kitchen & Dining,kitchen-dining,Dinnerware & Serveware,kitchen-dining/dinnerware-serveware,Dinnerware,kitchen-dining/dinnerware-serveware/dinnerware,Dinnerware Sets,kitchen-dining/dinnerware-serveware/dinnerware/dinnerwaresets,https://app.perpay.com/shop/product/398446,,48.99,24.2,24.79,20.99,74.99,64.99,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
278478,Cuisinart - Digital Grilling Thermometer and Timer,3/12/2018,Cuisinart,Almo,Outdoor Living & Garden,outdoorliving-garden,Grills & Outdoor Cooking,outdoorliving-garden/grills-outdoorcooking,Grills & Smokers,outdoorliving-garden/grills-outdoorcooking/grills-smokers,,,https://app.perpay.com/shop/product/278478,,30.99,24.25,6.74,9.99,39.99,,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
298926,Cooper - Zeon RS3-S - 305/35R20,11/28/2018,Cooper,Simple Tire,Auto,auto,Tires,auto/tires,Passenger,auto/tires/passenger,,,https://app.perpay.com/shop/product/298926,,329.99,182.67,147.32,14.99,267.74,,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
441650,"SUNNYLiFE - Light Cooler Bag Lazy Days Pink Stripe 4.9Gal, Hot/Cold Insulation",6/24/2025,SUNNYLiFE,Flat River,Outdoor Living & Garden,outdoorliving-garden,Outdoor Tools & Equipment,outdoorliving-garden/outdoortools-equipment,Coolers,outdoorliving-garden/outdoortools-equipment/coolers,,,https://app.perpay.com/shop/product/441650,,54.99,32,22.99,18.99,45.99,45.99,1,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
349606,Calvin Klein - Gabrianna Novelty Tote - Black,6/15/2021,Calvin Klein,Castle Merchandising,Handbags & Jewelry,handbags-jewelry,Handbags & Wallets,handbags-jewelry/handbags-wallets,Handbags,handbags-jewelry/handbags-wallets/handbags,Tote Bags,handbags-jewelry/handbags-wallets/handbags/totebags,https://app.perpay.com/shop/product/349606,349396,199.99,88.8,111.19,14.99,148,,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
342726,Cuisinart - Classic 4-Slice Toaster - Silver,4/6/2021,Cuisinart,Rymax,Kitchen & Dining,kitchen-dining,Kitchen Appliances,kitchen-dining/kitchenappliances,Toasters,kitchen-dining/kitchenappliances/toasters,,,https://app.perpay.com/shop/product/342726,,129.99,78.98,51.01,14.99,130,,50,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
394780,"Dickies - Men's Short Sleeve Logo Graphic T-Shirt Heather Gray, M",10/9/2023,Dickies,Apex,"Clothing, Shoes & Accessories",clothing-shoes-accessories,Men's Clothing,clothing-shoes-accessories/men-sclothing,Tops,clothing-shoes-accessories/men-sclothing/tops,T-Shirts & Tanks,clothing-shoes-accessories/men-sclothing/tops/t-shirts-tanks,https://app.perpay.com/shop/product/394780,,42.99,16.87,26.12,12.99,24.99,24.99,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
319241,Melissa & Doug - Chef's Kitchen - Cloud,10/11/2019,Melissa & Doug,Melissa & Doug,Toys & Baby,toys-baby,Toys,toys-baby/toys,Dress Up & Pretend Play,toys-baby/toys/dressup-pretendplay,,,https://app.perpay.com/shop/product/319241,,349.99,140.25,209.74,24.99,254.99,254.99,10,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
395362,"Fraser Hill Farm - 7.5' Flocked Snowy Pine Christmas Tree, Colorful LED Lightbulbs",10/10/2023,Fraser Hill Farm,Almo,Home,home,Rugs & Decor,home/rugs-decor,Holiday Decor,home/rugs-decor/holidaydecor,Christmas,home/rugs-decor/holidaydecor/christmas,https://app.perpay.com/shop/product/395362,,278.99,176,102.99,34.99,279.99,,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
303715,"Behringer - Behringer Eurolive 500-Watt B1200D-PRO 12"" Active Subwoofer",4/3/2019,Behringer,Cascio Music,Lifestyle & Recreation,lifestyle-recreation,Hobbies & Crafts,lifestyle-recreation/hobbies-crafts,Music,lifestyle-recreation/hobbies-crafts/music,,,https://app.perpay.com/shop/product/303715,,584.99,300,284.99,24.99,419.99,,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
408078,"Continental - TerrainContact H/T, 245/60R20, 107H",6/4/2024,Continental,Simple Tire,Auto,auto,Tires,auto/tires,Light Truck/SUV,auto/tires/lighttruck,All Season,auto/tires/lighttruck/suv,https://app.perpay.com/shop/product/408078,,380.99,231.11,149.88,14.99,324.99,324.99,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
305535,Radar - RCX8 - 235/55R18,4/5/2019,Radar,Simple Tire,Auto,auto,Tires,auto/tires,Passenger ,auto/tires/passenger,All Season,auto/tires/passenger/allseason,https://app.perpay.com/shop/product/305535,,219.99,121.81,98.18,14.99,,,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
330169,kate spade - Margaux Medium Satchel,6/12/2020,Kate Spade,Rymax,Handbags & Jewelry,handbags-jewelry,Handbags & Wallets,handbags-jewelry/handbags-wallets,Handbags,handbags-jewelry/handbags-wallets/handbags,Shoulder Bags,handbags-jewelry/handbags-wallets/handbags/shoulderbags,https://app.perpay.com/shop/product/330169,329999,399.99,183.4,216.59,14.99,298,,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
356597,Lugz - Men's Grotto Fleece Chukka Boot - Roasted Cashew/Walnut/Gum - 10,8/19/2021,Lugz,Lugz,"Clothing, Shoes & Accessories",clothing-shoes-accessories,Shoes,clothing-shoes-accessories/shoes,Men's Shoes,clothing-shoes-accessories/shoes/men-sshoes,Boots,clothing-shoes-accessories/shoes/men-sshoes/boots,https://app.perpay.com/shop/product/356597,364668,99.99,38.49,61.5,19.99,79.99,,0,Disabled,0,0,0,0,0,0,0,0,,,0,0,,
